"Client","Beneficiary Name","Transaction #","Bank Confirmaton ID","Transaction ID","Destination Currency","Destination Amount","Local Conversion Currency","Batch","Status","USD Value","Uploaded Date","Stage_2_Approved","Compliance Cleared","PG_PROCESSING","MANUAL_PG","SENT_TO_BANK","Error-Sub Status","Error Description","Paid","Returned","Cancelled"
"Aseem Label","Asim Bapat","115","PY10105141","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","114","PY10105140","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","113","PY10105139","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","112","PY10105138","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","111","PY10105137","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","110","PY10105136","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","109","PY10105135","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","108","PY10105134","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","107","PY10105133","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","106","PY10105132","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","105","PY10105131","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","104","PY10105130","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","103","PY10105129","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","102","PY10105128","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","101","PY10105127","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","100","PY10105126","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","99","PY10105125","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","98","PY10105124","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","97","PY10105123","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","96","PY10105122","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","95","PY10105121","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","94","PY10105120","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","93","PY10105119","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","92","PY10105118","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","91","PY10105117","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","90","PY10105116","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","89","PY10105115","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","88","PY10105114","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","87","PY10105113","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","86","PY10105112","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","85","PY10105111","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","84","PY10105110","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","83","PY10105109","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","82","PY10105108","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","81","PY10105107","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","80","PY10105106","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","79","PY10105105","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","78","PY10105104","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","77","PY10105103","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","76","PY10105102","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","75","PY10105101","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","74","PY10105100","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","73","PY10105099","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","72","PY10105098","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","71","PY10105097","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","70","PY10105096","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:07","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","69","PY10105095","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","68","PY10105094","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","67","PY10105093","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","66","PY10105092","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","65","PY10105091","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","64","PY10105090","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","63","PY10105089","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","62","PY10105088","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","61","PY10105087","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","60","PY10105086","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","59","PY10105085","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","58","PY10105084","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","57","PY10105083","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","56","PY10105082","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","55","PY10105081","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","54","PY10105080","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","53","PY10105079","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","52","PY10105078","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","51","PY10105077","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","50","PY10105076","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","49","PY10105075","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","48","PY10105074","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","47","PY10105073","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","46","PY10105072","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","45","PY10105071","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","44","PY10105070","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","43","PY10105069","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","42","PY10105068","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","41","PY10105067","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","40","PY10105066","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","39","PY10105065","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","38","PY10105064","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","37","PY10105063","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","36","PY10105062","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","35","PY10105061","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","34","PY10105060","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","33","PY10105059","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","32","PY10105058","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","31","PY10105057","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","30","PY10105056","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","29","PY10105055","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","28","PY10105054","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","27","PY10105053","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","26","PY10105052","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","25","PY10105051","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","24","PY10105050","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","23","PY10105049","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","22","PY10105048","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","21","PY10105047","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","20","PY10105046","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","19","PY10105045","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","18","PY10105044","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","17","PY10105043","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","16","PY10105042","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","15","PY10105041","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","14","PY10105040","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","13","PY10105039","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","12","PY10105038","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","11","PY10105037","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","10","PY10105036","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","9","PY10105035","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:06","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","8","PY10105034","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","7","PY10105033","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","6","PY10105032","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","5","PY10105031","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","4","PY10105030","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","3","PY10105029","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","2","PY10105028","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","1","PY10105027","","USD","10.11","USD","batch_format.xlsx","Processing Transaction",10.11,"21/07/2017 09:25:05","21/07/2017 09:32:28","","","","",,,"","",""
"Aseem Label","Asim Bapat","385","PY10105411","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","382","PY10105408","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","379","PY10105405","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","373","PY10105399","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","370","PY10105396","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","367","PY10105393","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","363","PY10105389","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:11","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","356","PY10105382","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","355","PY10105381","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","349","PY10105375","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","345","PY10105371","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","343","PY10105369","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","342","PY10105368","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","341","PY10105367","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","340","PY10105366","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","339","PY10105365","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","327","PY10105353","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","324","PY10105350","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","323","PY10105349","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","308","PY10105334","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","301","PY10105327","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","300","PY10105326","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","294","PY10105320","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
"Aseem Label","Asim Bapat","290","PY10105316","","USD","10.11","USD","batch_format.xlsx","Error",,"21/07/2017 09:25:10","","","","","","DATA ERROR","Validation Error: ""Beneficiary Bank Name"" length must be less than or equal to 60 characters long<br>","","",""
